ID,Nimi,Number,Liik,Tee_GID,Piirkiirus,Kate
13757,Sõpruse pst,7951180,jaotustänav,{1454A402-3741-41BD-A11B-3D8AFB8888FD},50,tihe asfaltbetoon
13758,Sõpruse pst,,kõnnitee,{107AA66F-4E71-435E-9142-49E64CD2BAEE},50,asfaltbetoon
13759,Sõpruse pst,,jalgratta- ja jalgtee,{39D0C5D9-9C8E-49EA-B4E4-425CB2C69376},50,tihe asfaltbetoon
13760,Sõpruse pst,7951180,jaotustänav,{9286872B-0805-462C-B4AD-4B12E3B2B55A},50,tihe asfaltbetoon
13761,Sõpruse pst,,jalgratta- ja jalgtee,{EDA69629-F9C4-48D7-9E62-1FDCED0D47F1},50,kattega tee (katte liik teadmata)
13762,Sõpruse pst,7951180,jaotustänav,{6445B3EC-9ACD-44B9-9295-B9A9A058682A},50,tihe asfaltbetoon
13763,Sõpruse pst,7951180,jaotustänav,{8E9C65B1-6351-4E28-BA61-F97D815A432A},50,tihe asfaltbetoon
13764,Sõpruse pst,,jalgratta- ja jalgtee,{36937B16-0087-4731-BBE1-DA82A77DBDAD},50,asfaltbetoon
13765,Sõpruse pst,,jalgratta- ja jalgtee,{D7C71B91-2F62-449C-9F74-BFAD94064BBE},50,tihe asfaltbetoon
13766,Sõpruse pst,,jalgratta- ja jalgtee,{9E3F1295-26AE-495F-947C-718DAE56C413},50,asfaltbetoon
13767,Sõpruse pst,,jalgratta- ja jalgtee,{5900137D-EDD6-4022-B7AB-3CF73069E385},50,asfaltbetoon
13768,Sõpruse pst,7951180,jaotustänav,{F6F8B0B9-DF12-40B2-814A-ADF59985D1C2},50,tihe asfaltbetoon
13769,Sõpruse pst,,jalgratta- ja jalgtee,{DECCBDE9-CE46-4993-A88E-43384082C30F},50,sillutiskate
13770,Sõpruse pst,7951180,jaotustänav,{743D2A7D-9AC6-4996-8063-9CEB9C3D1EFC},50,tihe asfaltbetoon
13771,Sõpruse pst,,jalgratta- ja jalgtee,{D4EE9435-0C32-446B-9FB1-EB2CB9EFAD2F},50,sillutiskate
13772,Sõpruse pst,,jalgratta- ja jalgtee,{72C48C65-26DD-45D8-B7E8-F96FB852F5B0},50,kattega tee (katte liik teadmata)
13773,Sõpruse pst,,jalgratta- ja jalgtee,{BB875E2F-88A1-4C66-ADD3-20BE7DD45C9B},50,tihe asfaltbetoon
13774,Sõpruse pst,,jalgratta- ja jalgtee,{36258B77-3A1E-4BFA-A780-0DCD153A1F66},50,kattega tee (katte liik teadmata)
13775,Sõpruse pst,,jalgratta- ja jalgtee,{ECC55E79-8B64-4595-8923-F4179E56F977},50,asfaltbetoon
13776,Sõpruse pst,,jalgratta- ja jalgtee,{C9F2E591-BD96-46DA-A406-322474E3FBD9},50,asfaltbetoon
13777,Sõpruse pst,,jalgratta- ja jalgtee,{1EBC22E8-383E-43CC-9A52-F204FD8CCE3D},50,tihe asfaltbetoon
13778,Sõpruse pst,7950325,jaotustänav,{1E4E2764-E0CC-437D-91D7-D08F04E10391},50,tihe asfaltbetoon
13779,Sõpruse pst,,jalgratta- ja jalgtee,{E49A7746-49B0-4F1A-80A1-1BC71DA9719D},50,tihe asfaltbetoon
13780,Sõpruse pst,,jalgratta- ja jalgtee,{A72B38FC-3993-47AB-A00C-5250D049158C},50,asfaltbetoon
13781,Sõpruse pst,,jalgratta- ja jalgtee,{256DAF0D-2476-4F18-9460-5EFE6A92634D},50,sillutiskate
13782,Sõpruse pst,,jalgratta- ja jalgtee,{F661071C-F391-4F3C-98FB-8B5C9076B91D},50,kattega tee (katte liik teadmata)
13783,Sõpruse pst,,jalgratta- ja jalgtee,{FA22CE4C-D7D2-41C2-B0A0-B2244AC02125},50,tihe asfaltbetoon
13784,Sõpruse pst,7950325,jaotustänav,{692F70A9-203B-4E05-8607-754CE6DA84F0},50,tihe asfaltbetoon
13785,Sõpruse pst,7951180,jaotustänav,{29BBFD7E-A318-41ED-9865-2FBE70094E4A},50,tihe asfaltbetoon
13786,Sõpruse pst,7950325,jaotustänav,{C661FF35-8750-4194-AFEB-52BECFD28297},50,tihe asfaltbetoon
13787,Sõpruse pst,7951180,jaotustänav,{625E11BA-D52A-404C-AD0E-36B21FDF754F},50,tihe asfaltbetoon
13788,Sõpruse pst,7950325,jaotustänav,{095D7390-49EA-4838-A995-D9E3F689CAB2},50,tihe asfaltbetoon
13789,Sõpruse pst,,jalgratta- ja jalgtee,{1C23892B-D9F2-4C79-96F5-CFCE1F38D03F},50,tihe asfaltbetoon
13790,Sõpruse pst,,jalgratta- ja jalgtee,{AEE740F4-996A-46C6-BEF1-10B67E4C31FD},50,asfaltbetoon
13791,Sõpruse pst,7951180,jaotustänav,{AA60EB8E-DEFF-40B8-8AEE-3D66B216C88E},50,tihe asfaltbetoon
13792,Sõpruse pst,7950325,jaotustänav,{8AF143F3-47EC-48A8-A250-959D24A60C9E},50,tihe asfaltbetoon
13793,Sõpruse pst,7951180,jaotustänav,{91AA9A35-F575-474B-B2DC-A728B8C6C0F1},50,tihe asfaltbetoon
13794,Sõpruse pst,,jalgratta- ja jalgtee,{43954F73-DE3B-4A26-98AC-F5BDD3DB5A38},50,asfaltbetoon
13795,Sõpruse pst,,jalgratta- ja jalgtee,{D30FBA9E-F019-480E-9E05-C8FB7DF440E6},50,tihe asfaltbetoon
13796,Sõpruse pst,7950325,jaotustänav,{7D1ED6CF-A4A7-47BA-B144-81A7D1ACC5A4},50,tihe asfaltbetoon
13797,Sõpruse pst,,jalgratta- ja jalgtee,{1B798AEE-5315-4FB3-B2A4-D1AC19D051A7},50,tihe asfaltbetoon
13798,Sõpruse pst,,jalgratta- ja jalgtee,{3F333464-2515-437C-8CDF-B0643F7FEA90},50,asfaltbetoon
13799,Sõpruse pst,7950325,jaotustänav,{7DB4CE5E-0D68-46DB-9974-4B1ABDE71BF8},50,tihe asfaltbetoon
13800,Sõpruse pst,7950325,jaotustänav,{95DFDD47-51BD-46DA-9D30-B2C5FA5CB34C},50,tihe asfaltbetoon
13801,Sõpruse pst,,jalgratta- ja jalgtee,{DC267A66-92F5-4473-A520-E1E57BFDF169},50,asfaltbetoon
13802,Sõpruse pst,,jalgratta- ja jalgtee,{AB7E7FE2-71DE-4BC9-821C-1D1F7F313E8D},50,tihe asfaltbetoon
13803,Sõpruse pst,,kõnnitee,{DA0C2915-0B17-438D-B022-E0D2CE865F2F},50,asfaltbetoon
13804,Sõpruse pst,,kõnnitee,{07015580-48E3-4B98-854B-D20E073874DE},50,asfaltbetoon
13805,Sõpruse pst,,kõnnitee,{C3C0FBE2-E8EE-4D56-8CF6-E31DD7236CCE},50,asfaltbetoon
13806,Sõpruse pst,,kõnnitee,{98F51331-20E8-459A-8CA9-9DA292495772},50,asfaltbetoon
13807,Sõpruse pst,,kõnnitee,{27E12709-68C4-4C1A-811A-5255AE21FCB6},50,asfaltbetoon
13808,Sõpruse pst,,kõnnitee,{F4BF255A-C86E-48CF-B114-9C02BAA40A07},50,asfaltbetoon
13809,Sõpruse pst,,kõnnitee,{C4D223BE-E0FB-41E7-89C0-8BE2E83191D8},50,tihe asfaltbetoon
13810,Sõpruse pst,,kõnnitee,{25D13A46-69B5-4424-B89D-3D9584B75AE7},50,kattega tee (katte liik teadmata)
13811,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{239F93A2-5CFD-4818-980F-C3546ABACC8B},50,asfaltbetoon
13812,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{4CAFECE5-9337-46F9-9DE0-6AECAF51C8EB},50,asfaltbetoon
13813,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{28419703-B2BD-4625-91E9-279A8A3435A1},50,asfaltbetoon
13814,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{251411B3-6686-49EE-BCBD-D39E7AC63DF4},50,asfaltbetoon
13815,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{CF3ACF34-7D0B-425F-AAD1-24EB80BBD8EF},50,asfaltbetoon
13816,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{DDFE472C-1833-4CB9-9ABE-F7AFA1C68A8C},50,asfaltbetoon
13817,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{E561E45F-5991-40A8-91C1-B10DBE8BD799},50,asfaltbetoon
13818,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{B57D4232-60BD-49F2-A81C-F2B2CA5364E3},50,asfaltbetoon
13819,Sõpruse pst - Ihaste tee ühendustee,7951243,kõrvaltänav,{17A5859E-2A32-4D04-B0AA-FDC142000D80},50,tihe asfaltbetoon
13820,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{DF5335CE-7EAB-44D9-9DF1-409EC040879A},50,asfaltbetoon
13821,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{A445B6C3-0500-4C67-B566-69DF6FD6868D},50,asfaltbetoon
13822,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{9FF49075-D9DA-4703-A0DC-B8B72F50EDB3},50,asfaltbetoon
13823,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{5BD22E2E-634E-4EE3-855F-23348FCC5DA7},50,asfaltbetoon
13824,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{FDEBAEAC-3373-4B67-AE87-39C055CCC61A},50,asfaltbetoon
13825,Sõpruse pst - Ihaste tee ühendustee,,jalgratta- ja jalgtee,{BE06C14B-9C7B-4D4F-9C70-D2E91A2EBC9C},50,asfaltbetoon
13826,Sõpruse pst - Ihaste tee ühendustee,,kõnnitee,{BA44451B-3F26-4C46-9E1B-D0B5538ECE78},50,kivi
13827,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{A0C3F1E6-3C53-4952-A809-B1816E15E1AF},20,tihe asfaltbetoon
13828,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{7BD6A3E2-BDD3-4107-9B3A-845D3A5F5769},20,tihe asfaltbetoon
13829,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{685C750A-ACD7-4D55-BF40-E756AC5DD744},20,tihe asfaltbetoon
13830,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{0D820905-27E3-490F-810F-81ADA998DCCA},20,tihe asfaltbetoon
13831,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{1F6888B3-9A47-43D5-87B3-D38A55686ECA},20,tihe asfaltbetoon
13832,Sõpruse pst - Uus tn ühendustee,7950834,kvartalisisene tänav,{E354059E-0C22-422B-A2BA-8A40830F9458},20,tihe asfaltbetoon
13833,Sõpruse pst 17 juurdepääsutee,7950835,kvartalisisene tänav,{216DE0ED-48BA-4DEB-9141-BF2C6DF7FC93},20,tihe asfaltbetoon
13834,Sõpruse pst 5,,jalgtee,{0C0255BF-F5D5-482A-B0D7-B64225425D80},50,kattega tee (katte liik teadmata)
13835,"Sõpruse pst J 21, Pikk t00",7950821,kvartalisisene tänav,{0360E4A1-7B0D-4278-A599-09A53321DF7D},20,tihe asfaltbetoon
13836,"Sõpruse pst J 21, Pikk t00",7950821,kvartalisisene tänav,{3824192B-C1D3-4A13-A6C3-2927FFE4E31A},20,tihe asfaltbetoon
13837,"Sõpruse pst J 8, 10",7950522,kvartalisisene tänav,{7AED2EF9-C1F2-47DB-BB79-DF25C5A3A465},20,tihe asfaltbetoon
13838,"Sõpruse pst J 8, 10",7950522,kvartalisisene tänav,{676AA8D5-4124-43CE-A41D-C5D5C660A911},20,tihe asfaltbetoon
13839,"Sõpruse pst J 8, 10",7950522,kvartalisisene tänav,{3C7A00C0-8CD1-4060-AC5C-0257CDDB386B},20,tihe asfaltbetoon
13840,"Sõpruse pst J 8, 10",7950522,kvartalisisene tänav,{441469D5-3A62-4616-AEB3-44539053ADA9},20,tihe asfaltbetoon
13841,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{59B15977-4439-4191-9FC7-17FE9879FB6D},50,kattega tee (katte liik teadmata)
13842,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{02EF4D07-5A36-4178-880E-9EFBBA0AB4A7},50,tihe asfaltbetoon
13843,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{F292A245-3FF6-410C-8756-4DCF49F7B24E},50,kattega tee (katte liik teadmata)
13844,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{2489FF88-3553-4553-B444-81AA426C03E0},50,tihe asfaltbetoon
13845,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{8DEF3682-9E46-4BB8-A327-203896BC7062},50,tihe asfaltbetoon
13846,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{8DB2C666-6553-4221-860A-7E974419FCFF},50,tihe asfaltbetoon
13847,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{FFEC21F6-1F8A-4392-916E-24FAF7AB5C24},50,tihe asfaltbetoon
13848,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{538889E4-EABB-4093-9C56-3443E29B4E72},50,tihe asfaltbetoon
13849,"Sõpruse pst, Sõpruse pst - Ihaste tee ühendustee",7951243,kõrvaltänav,{6F3B7C34-7C59-43FA-80FF-81CE784E6680},50,tihe asfaltbetoon
13850,Sõpruse ring H1,7951329,jaotustänav,{FDBE3B5B-BD37-4349-9627-0C265DF8CBBE},50,tihe asfaltbetoon
13851,Sõpruse ring H2,7951330,jaotustänav,{5D6D9A94-8DD0-4ADD-A644-94D671A876E7},50,kattega tee (katte liik teadmata)
13852,Sõpruse ring H2,7951330,jaotustänav,{0EEB224D-6F74-4A2E-8333-E0671198581E},40,kattega tee (katte liik teadmata)
13853,Sõpruse ring H2,7951330,jaotustänav,{35C80D2F-FF2C-40D6-A944-567A6AA16AF2},50,kattega tee (katte liik teadmata)
13854,Sõpruse ring H3,7951331,jaotustänav,{A3957C2D-4B24-4394-A187-8BBF61493A04},50,tihe asfaltbetoon
13855,Sõpruse ring H3,7951331,jaotustänav,{E634EE11-D326-43B9-8971-89AB8277F7D5},50,tihe asfaltbetoon
13856,Sõpruse ring L1,7951328,jaotustänav,{6AD2106A-3EB0-41CA-9E9B-475BFAB53C8D},50,tihe asfaltbetoon
13857,Sõpruse silla haljasala,,jalgtee,{F155F276-8258-420C-BC03-BFB4E2B65714},50,kattega tee (katte liik teadmata)
13858,Sõpruse silla haljasala,,jalgtee,{C193DB91-B7B7-4FEB-BDE3-3270D170E361},50,kattega tee (katte liik teadmata)
13859,Sõpruse silla haljasala,,jalgtee,{AAC40134-4EE5-450A-8B77-B232769EDA38},50,teadmata
13860,Sõpruse silla haljasala,,jalgtee,{EA421D57-7962-4108-A511-211C17E010E3},50,kattega tee (katte liik teadmata)
13861,Sõpruse silla haljasala,,jalgtee,{D8083409-FED6-4BAF-AEBA-8C934CE6A3B8},50,kattega tee (katte liik teadmata)
13862,Sõpruse silla haljasala,,jalgtee,{DA9ECA24-0B9A-429B-9781-9CA6A68E7FAD},50,kattega tee (katte liik teadmata)
13863,Sõpruse silla haljasala,,jalgtee,{47631D34-0DAF-42D3-BA84-9D7B68D4096F},50,kattega tee (katte liik teadmata)
13864,Sõpruse silla haljasala,,jalgtee,{AF058706-7C57-4E38-8D72-F5B84C80793B},50,teadmata
13865,Sõpruse silla haljasala,,jalgtee,{2F2E8FEA-D2ED-488B-8102-CECE0CFCE247},50,kattega tee (katte liik teadmata)
13866,Sõpruse silla haljasala,,jalgtee,{7EC7E22B-629D-4CE6-B28A-0017579F7405},50,kattega tee (katte liik teadmata)
13867,Sõpruse silla haljasala,,jalgtee,{078879F8-892B-4B6B-A7D8-177D596A6E8B},50,kattega tee (katte liik teadmata)
13868,Sõpruse silla haljasala,,jalgtee,{59E07C87-2DCC-4EF0-BE0E-C230DB59F3F1},50,kattega tee (katte liik teadmata)
13869,Säde tee,8310036,muu tee,{0FD0BF2A-1B3E-40F3-9491-80D1C880D61B},90,kruusatee
13870,Säde tee,8310036,muu tee,{B0DAB563-739F-42FD-A444-85A89EB59569},90,kruusatee
13871,Säde tee,8310036,muu tee,{F1274636-33BC-4D3E-8543-7EFF12002905},90,kruusatee
13872,Säde tn,7950322,kõrvaltänav,{226759B0-6E22-4093-8F88-D155A30F5EF3},20,tihe asfaltbetoon
13873,Säde tn,7950322,kõrvaltänav,{40BFA868-60F8-4E20-95FA-9A0503E19389},20,tihe asfaltbetoon
13874,"Säde tn J 14, 16, 18, 18a, 20, 22",7950953,kvartalisisene tänav,{67E93DEB-DD63-4FCD-BD54-74D1B56B9CF3},20,tihe asfaltbetoon
13875,"Säde tn J 14, 16, 18, 18a, 20, 22",7950953,kvartalisisene tänav,{F41A7CA2-8E7E-4433-8D76-A22948E6C98A},20,tihe asfaltbetoon
13876,"Säde tn J 14, 16, 18, 18a, 20, 22",7950953,kvartalisisene tänav,{E7E4866C-6286-43F7-847D-D43F35BBBD02},20,tihe asfaltbetoon
13877,Säde tn J 18,7950954,kvartalisisene tänav,{F334EC57-688B-46E8-8FC7-7FA4481A65D5},20,tihe asfaltbetoon
13878,Säde tn J 22,7950955,kvartalisisene tänav,{B3E203AB-6F35-4D0F-B4F7-DE1F1F47B54F},20,tihe asfaltbetoon
13879,Sälu,,kõnnitee,{F2530F3B-4725-4E84-80A8-34158C649EBB},50,asfaltbetoon
13880,Sälu,,kõnnitee,{C378A263-5754-4AC5-8961-E7D1D9765BEB},50,asfaltbetoon
13881,Sälu,,kõnnitee,{4A08D0F4-1743-4B37-BFD6-FEDCD1B2BC94},50,asfaltbetoon
13882,Sälu,,kõnnitee,{69AC1D5C-4CA0-456D-9AF0-15C125AFB6FF},50,asfaltbetoon
13883,Sälu tee,7951380,kõrvaltänav,{059DB6B9-D087-4773-85DF-B47FD09FD85E},30,kattega tee (katte liik teadmata)
13884,Taara pst,7950326,kõrvaltänav,{FF373245-34E8-4C1E-BD17-EFC046904034},30,tihe asfaltbetoon
13885,Taara pst,7950959,kõrvaltänav,{9AF0F6A4-ABD4-4A78-B0BA-FA8A52B96AE3},30,tihe asfaltbetoon
13886,Taara pst,7950326,kõrvaltänav,{850A443B-05EF-4A87-BE69-A4299C7D7CCD},30,tihe asfaltbetoon
13887,Taara pst,,jalgratta- ja jalgtee,{618B7C2E-03B3-421E-8A7B-E3BE1B6E133C},50,"kruus, killustik jms"
13888,Taara pst,7950959,kõrvaltänav,{CABE79D6-C495-489B-9A76-8B7609C46799},30,tihe asfaltbetoon
13889,Taara pst,7950326,kõrvaltänav,{1917FC44-9DAA-4E60-863A-E7FB4D3CF6B5},30,tihe asfaltbetoon
13890,Taara pst,,jalgratta- ja jalgtee,{661A37A0-8D16-4A47-BD95-13CC36B6D066},50,"kruus, killustik jms"
13891,Taara pst,7950326,kõrvaltänav,{86535AEC-34E8-472E-A9B8-54FADE11B174},30,tihe asfaltbetoon
13892,Taara pst,,jalgratta- ja jalgtee,{B10BFBC6-37F0-44CE-8FA9-7F22BC321516},50,"kruus, killustik jms"
13893,Taara pst,,kõnnitee,{3738DC0F-CB7C-48A5-9B80-A0470C31CD03},50,asfaltbetoon
13894,Taara pst,,jalgratta- ja jalgtee,{02D9C47B-77CA-477A-928C-BFF70B759543},50,"kruus, killustik jms"
13895,Taara pst,7950326,kõrvaltänav,{2EAFBE0E-FFBA-4FEF-8618-83AC87139843},30,tihe asfaltbetoon
13896,Taara pst,7950959,kõrvaltänav,{E8728F5F-9C34-487C-BCEF-3EC84299D714},30,tihe asfaltbetoon
13897,Taara pst,,kõnnitee,{F11C0B52-3F7E-4176-B1BF-B4AAEC8F4FFA},50,asfaltbetoon
13898,Taara pst,7950959,kõrvaltänav,{138A6878-C3E4-4AE9-9FC5-3B80C8C862D4},30,tihe asfaltbetoon
13899,Taara pst,7950326,kõrvaltänav,{DF1285A2-5C97-4910-B44F-C3FD12CDC44E},30,tihe asfaltbetoon
13900,Taara pst,7950326,kõrvaltänav,{F7354A4D-6D96-4C72-ADD8-36CC12F70C46},30,tihe asfaltbetoon
13901,Taara pst,,jalgratta- ja jalgtee,{81B720EE-2E64-4D9A-9C97-60D8AE748B0C},50,"kruus, killustik jms"
13902,Talli tee,,muu tee,{FD119597-4FC2-4E9A-B887-23C3AF0889D8},90,kruusatee
13903,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{93BB95CC-1FA1-4F6B-990B-FA773F323F9B},80,Killustikmastiksasfalt
13904,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{3806F824-FF6C-40A2-B770-AA17D0F78034},90,tihe asfaltbetoon
13905,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{3AF7CD7A-05F3-49F0-A1C7-9AE2455C53AF},90,Killustikmastiksasfalt
13906,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{0D158B7B-7282-4C0C-B951-4862EF32A74C},50,tihe asfaltbetoon
13907,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{A72E82CD-8FE4-4EE0-9EBA-6D96BCE89D44},80,Killustikmastiksasfalt
13908,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{FB90A5B2-53B2-45A7-BB7B-D56DADAA2A86},90,tihe asfaltbetoon
13909,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{8FA4BF7E-C2BF-4522-9B34-CA686821A1D2},80,Killustikmastiksasfalt
13910,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{2A836FA1-CF42-46FA-B40D-219759A2CD86},50,tihe asfaltbetoon
13911,Tallinn-Tartu-Võru-Luhamaa,2,põhimaantee,{5E51EC4C-5E87-4571-B094-BBDF7896DEB1},90,Killustikmastiksasfalt
